,doc_title,doc_id,turn,speaker,text,speaker_bioguide,date
1290,EXECUTIVE CALENDAR,CREC-2019-02-27-pt1-PgS1510,24,Mr. KING,"  Mr. KING. Mr. President, I rise in sadness and somewhat perplexed 
because what we are doing in this colloquy is recreating a statement, a 
letter, as the Senator from Minnesota outlined, that was sent by six of 
our predecessors in December of 1986, warning about the dangers of 
climate change, warning about what this can do to our country and to 
our world, about costs, and about how we had to take action.
  One of those Senators was George Mitchell of Maine, one of the great 
legislators of the 20th century. I am honored to be in the seat that 
once was occupied by George Mitchell and also by his predecessor, 
Edmund Muskie. I think the story of the major environmental legislation 
of the 20th century, sponsored principally at the beginning by Edmund 
Muskie, the Clean Air Act and Clean Water Act, is worth mentioning, if 
only briefly.
  The most important point is that the Clean Air Act, one of the most 
important and comprehensive environmental pieces of legislation in our 
Nation's history, passed this body unanimously. It passed this body 
unanimously.
  It disturbs me that we couldn't agree on the time of day around here 
unanimously these days. I don't know when this issue became a partisan 
issue, but I deeply regret it because it is causing harm to our 
country.
  What I would like to do is step into George Mitchell's shoes for a 
moment and read a statement that he himself wrote and made back in 
1986, and you are not going to believe how prescient this statement is. 
It could have been written yesterday. Here are George Mitchell's words:

       The problem of global warming is one of immense 
     significance. It is the most serious and more pressing than 
     anticipated. Previously, most of the models forecasting the 
     rate of global warming focused on the air pollutants produced 
     by the combustion of fossil fuels. More recent data suggest 
     that trace gases may also increase the rate of warming by a 
     factor of two. This means that warming may be increasing 
     twice as fast as previously thought.
       The data produced to date suggests there may be an average 
     increase in temperature of 1 deg.C since the beginning of the 
     industrial revolution.

  This was in 1986. We are now at about 1.5 degrees centigrade.

       Considering how much warmer this June has been than 
     average, a 1 degree difference may appear to be 
     insignificant, but an average of 1 degree increase could be 
     devastating, so the experts tell us. A 1 degree increase in 
     the average global temperature would melt glaciers--

  That is happening--

     and such melting would increase the sea level.

  That is happening.

       There are uncertainties in predicting how much the sea 
     level would increase in a particular area. In some cases, it 
     could be an average increase of a few feet; in others, much 
     more. For a coastal State like Maine and to other States 
     along the coastline, such an increase would be devastating.

  To deviate from George's words for a moment, this is what we see 
happening. We are now seeing what are called rainy day floods, flooding 
in areas of our country along the coast that were rare. Six-month 
events are now every high tide.
  George Mitchell says:

       An average of 1 degree increase in temperature could have 
     major impacts on agriculture. This country's Midwestern bread 
     basket could again become a dust bowl. More heat would mean 
     less water for crops and variations in growing seasons. It is 
     important to keep in mind that this average increase is 
     global in nature. It is not a national or regional problem. 
     If American farmers suffer for lack of water, so will farmers 
     all over the planet. If shorelines along our coasts are 
     flooded, so will shorelines everywhere in the world.
       The enormity of this phenomenon is staggering, and we have 
     a responsibility to limit emissions of pollutants that trap 
     the heat in our atmosphere. As difficult, as immense, and as 
     seemingly remote as the problem is to our daily lives, we 
     cannot delay.

  This was George Mitchell in 1986--we cannot delay.

       There will be those who argue that more research is 
     necessary to completely understand the phenomenon and to 
     answer every scientific question.

  We are still hearing that argument today--we need more science; we 
need more studies; we are not sure.
  George goes on:

       As in the case of acid rain, such complete understanding 
     will come only after we flounder in the weight of our 
     shortsighted policies. This is one more indication that the 
     benefits of industrialization carry with them the burden of 
     controlling pollutants. These pollutants threaten our lakes, 
     fish, health, and forests today in the form of acid 
     deposition.
       We will hear today that these pollutants also threaten the 
     future of our planet, which cannot tolerate such a sudden and 
     dramatic increase in temperature and survive in a form 
     familiar to us.

  In 1986 George Mitchell said:

       Solutions are possible and available. The statement 
     released at the conclusion of the Villach Conference in 
     Austria last October--

  This was in 1985--

     addresses the common nature of some of our environmental 
     problems. That statement said in part that ``climate change 
     and sea level rises due to greenhouse gases are closely 
     linked with other major environmental issues, such as acid 
     deposition and threats to the Earth's ozone shield, mostly 
     due to changes in the composition of the atmosphere by human 
     activity.''
       Reduction in coal and oil use and energy conservation 
     undertaken to reduce acid deposition will also lower 
     concentration of greenhouse gases. Reductions in emissions of 
     chlorofluorocarbons--

  Which we achieved--

     will help protect the ozone layer and will also slow the rate 
     of climate change. The rate and degree of future warming 
     could be profoundly affected by governmental policies on 
     energy conservation, use of fossil fuels, and the emission of 
     greenhouse gases.

  Those words were written 32 years ago.

       The rate and degree of future warming could be profoundly 
     affected by governmental policies on energy conservation, use 
     of fossil fuels, and the emission of greenhouse gases.

  The testimony that they were intending to hear at the hearing that 
George is describing demonstrated ``that such governmental policies are 
needed . . . nationally and on a global basis.''
  I pause on ``a global basis''--the tragedy of leaving the Paris 
climate accord, because the only solution to this problem has to be 
local, national, and global.
  The testimony from Federal Agencies will be that the current 
government policy is to conduct more research, a familiar refrain on 
issues of this type. George Mitchell said:

       What is missing in the Federal effort is action. The 
     problem of global warming brings another round of scientists 
     before us decrying the folly of waiting until it is too late 
     to


     prevent irreversible damage. In the case of acid rain, 
     research has been offered as a substitute for much-needed 
     action. This policy has produced more bodies of water that 
     cannot sustain life, more trees that are dying, and more 
     people who find it hard to breathe.
       The policy has produced more studies, not any meaningful 
     change in policy. I hope these two days of hearings will help 
     persuade the administration--

  And the people of the country--

       that inaction has its own costs, almost invariably higher 
     than the cost of action.

  George Mitchell was right. The cost of inaction is invariably higher 
than the cost of action.
  George concluded by saying:

       I represent a State that already has been affected by acid 
     deposition. I want to do all I can to keep Maine, the rest of 
     our country, and our planet from facing potentially more 
     dramatic environmental damage from global warming. The best 
     way to avoid these undesirable outcomes is to begin taking 
     action now to prevent further damage rather than spending 
     twice as much time and later money repairing damage.

  George Mitchell was right in 1986. Tragically, he is even more right 
today because we did not heed his call. We did not take action. We have 
avoided action.
  I don't want to be the generation that our children and grandchildren 
look back on and say: Where were you and what did you do when the 
climate was deteriorating, when the glaciers were melting, when the ice 
sheets were melting, when the sea level was rising, when the storms 
were increasing in intensity, when the wildfires were burning our 
States? What did you do, Senator?
  I, for one, want the answer to be ``I took action.'' The answer 
should be ``we took action.''
  Today, this is a challenge even greater--significantly greater--than 
it was in 1986, but the very fact that people like Quentin Burdick, 
George Mitchell, John Chafee, Bob Stafford, and David Durenberger saw 
the future and predicted it so succinctly and profoundly should spur us 
to the type of action that is necessary to meet, confront, and overcome 
this most serious of challenges before us.
  Thank you.
  I yield to my colleague from Rhode Island.",K000383,2019-02-27
1291,EXECUTIVE CALENDAR,CREC-2019-02-27-pt1-PgS1510,25,The PRESIDING OFFICER,  The PRESIDING OFFICER. The Senator from Rhode Island.,,2019-02-27
1292,EXECUTIVE CALENDAR,CREC-2019-02-27-pt1-PgS1510,26,Mr. WHITEHOUSE,"  Mr. WHITEHOUSE. I will close out this colloquy by pointing out that 
the Republicans of 2007, 2008, and 2009 who were working on climate 
legislation before the Citizens United decision have left or died or 
gone to ground. It is sad to see. These Republicans of 1986, a third of 
a century ago, would be shocked at what has become of their party. So, 
today, we, their successors in five of these six States, gathered on 
the floor to honor their memory, to mourn what has become in the 
intervening years of the Republican Party, and to grieve for what this 
body has lost.
  I yield the floor.",W000802,2019-02-27
1293,EXECUTIVE CALENDAR,CREC-2019-02-27-pt1-PgS1510,27,The PRESIDING OFFICER,"  The PRESIDING OFFICER. The Senator from Missouri.


                               S. Res. 70
",,2019-02-27
1294,EXECUTIVE CALENDAR,CREC-2019-02-27-pt1-PgS1510,28,Mr. BLUNT,"  Mr. BLUNT. Mr. President, on February 13 the Rules Committee approved 
S. Res. 70, which authorizes funding for the Senate's committees from 
March 1, 2019, through February 28, 2021. For this 24-month period, the 
18 committees covered by this resolution are authorized to spend up to 
$214,055,860. This is a small increase over the funding authorized by 
the current committee funding resolution, S. Res. 62. For the 
information of my colleagues, committee funding authorized by S. Res. 
70 remains 13 percent below levels from a decade ago.
  Committees are the lifeblood of the legislative process. It is in our 
committees that policy is created and programs and agencies are 
overseen. Our committees are where the Senate first exercises its 
advice and consent function over the executive branch's nominees. Well-
functioning committees are crucial to the Senate's role as a separate 
but equal branch of the government.
  The resolution before the Senate is the result of a bipartisan 
process Senator Klobuchar, the Rules Committee's ranking member, and I 
undertook this year to solicit more input from committee chairmen and 
ranking members. The resolution reflects the needs identified by our 
colleagues and will help ensure our committees are able to carry out 
their responsibilities and duties.
  I would like to thank Fitz Elder and Rachelle Schroeder from my 
committee staff; Lizzy Peluso and Lindsey Kerr from Senator Klobuchar's 
committee staff; and Cindy Qualley, the Rules Committee's chief clerk. 
Additionally, I would like to thank Ileana Garcia and Ted Ruckner from 
the Disbursing Office and John Henderson from the Office of Legislative 
Counsel. I greatly appreciate their hard work in developing this 
resolution.
",B000575,2019-02-27
1295,RECOGNIZING JOHN WILLIAM TYSON,CREC-2019-02-27-pt1-PgH2265-5,0,Mr. WOMACK,"  Mr. WOMACK. Madam Speaker, I rise today to recognize the life and 
legacy of Arkansas businessman and Tyson Foods founder, the late John 
William Tyson.
  John spent his life building Tyson Foods into one of the world's 
leading food companies and was equally committed to serving northwest 
Arkansas.
  In 1931, John Tyson moved his family to Springdale with only a nickel 
in his pocket. There, he laid the foundation for a future Fortune 100 
company.
  John transformed the poultry industry. He developed a novel in-
transit feeding system, hatched chickens, and produced commercial feed 
himself. With each new venture, John diversified and grew his business.
  In 1947, Tyson Feed and Hatchery was incorporated. Over time, the 
business expanded to become the successful company that we know today.
  He exemplified the entrepreneurial spirit of our State, and it is for 
his contributions to the Arkansas economy that he is being posthumously 
enshrined in the Arkansas Business Hall of Fame.
  I congratulate his family for this terrific honor.
",W000809,2019-02-27
1296,VENEZUELA,CREC-2019-02-27-pt1-PgS1551,0,The PRESIDING OFFICER,"  The PRESIDING OFFICER. The clerk will call the roll.
  The senior assistant bill clerk proceeded to call the roll.",,2019-02-27
1297,VENEZUELA,CREC-2019-02-27-pt1-PgS1551,1,Mr. CARPER,"  Mr. CARPER. Mr. President, I ask unanimous consent that the order for 
the quorum call be rescinded.",C000174,2019-02-27
1298,VENEZUELA,CREC-2019-02-27-pt1-PgS1551,2,The PRESIDING OFFICER,"  The PRESIDING OFFICER. Without objection, it is so ordered.",,2019-02-27
1299,VENEZUELA,CREC-2019-02-27-pt1-PgS1551,3,Mr. CARPER,"  Mr. CARPER. Mr. President, before my colleague from Virginia leaves, 
I admire him so much. I just want to applaud him and applaud his early 
work as a missionary in Honduras.
  During our past recess, Senator Jeff Merkley and I and four of our 
colleagues from the House were privileged to be a part of a 5-day 
congressional delegation to Honduras, Guatemala, and El Salvador. We 
were there to find out how the Alliance for Prosperity was being 
implemented, of which the Senator has been very supportive, as have I, 
in order to focus on hope, economic opportunity, crime, violence, and 
corruption.
  The Alliance for Prosperity is focused on all of those matters. The 
United States puts up some of the money to address them, but we expect 
the other countries, including Honduras, to put up even more. It is 
like being at Home Depot--you can do it, and we can help. For every $1 
in El Salvador, they put up $7, and we leverage our money to get the 
support of foundations, NGOs, private companies, and others to do their 
share. It is like turning the course of an aircraft carrier, and it is 
starting to turn.
  Probably late this week--maybe tomorrow--I suspect Senator Merkley 
and I will want to have a colloquy on the floor. It would be great if 
the Senator could join us because he has forgotten more about that part 
of the world than we will ever know.
  Thank you.
  I didn't come to the floor to focus on that, but I am glad I had the 
chance to since Senator Kaine was here.
",C000174,2019-02-27
